customer_id,name,age,city,email,purchase_amount,rating
1029.0,name,60.0,Miami,alice.j@example.com,250.0,2.0
1030.0,john Doe,25.0,New York,john.doe@example.com,10.5,5.0
1031.0,name,40.0,los angeles,jane.smith@example.com,250.0,4.0
1032.0,john Doe,25.0,city,bob.b@example.com,250.0,4.5
1033.0,john Doe,39.495327102803735,Miami,charlie.g@example.com,23.4,1.0
1034.0,john Doe,45.0,New York,bob.b@example.com,250.0,3.0
1035.0,Charlie Green,50.0,New York,charlie.g@example.com,23.4,2.0
1036.0,bob brown,20.0,Miami,charlie.g@example.com,100.25,2.0
1037.0,bob brown,30.0,BOSTON,john.doe@example.com,10.5,5.0
1038.0,Charlie Green,40.0,city,jane.smith@example.com,84.1570652173913,1.0
1039.0,name,30.0,Miami,bob.b@example.com,84.1570652173913,0.0
1040.0,DAVID BLACK,50.0,New York,john.doe@example.com,23.4,2.0
1041.0,name,30.0,New York,bob.b@example.com,10.5,3.0
1042.0,name,55.0,city,jane.smith@example.com,100.25,3.0
1043.0,bob brown,35.0,Miami,emily.w@example.com,84.1570652173913,3.0
1044.0,Charlie Green,35.0,houston,bob.b@example.com,10.5,3.0
1045.0,jane smith,30.0,houston,david.b@example.com,23.4,4.0
1046.0,bob brown,50.0,New York,jane.smith@example.com,10.5,2.0
1047.0,Charlie Green,20.0,New York,missed@gmail.com,10.5,5.0
1048.0,jane smith,40.0,New York,charlie.g@example.com,84.1570652173913,4.0
1049.0,name,25.0,New York,bob.b@example.com,100.25,0.0
1050.0,Charlie Green,55.0,Miami,jane.smith@example.com,10.5,5.0
1051.0,Charlie Green,50.0,houston,emily.w@example.com,84.1570652173913,1.0
1052.0,john Doe,50.0,New York,jane.smith@example.com,250.0,1.0
1053.0,name,35.0,CHICAGO ,missed@gmail.com,99.99,3.0
1054.0,jane smith,30.0,city,bob.b@example.com,250.0,3.0
1055.0,bob brown,55.0,CHICAGO ,emily.w@example.com,84.1570652173913,5.0
1056.0,john Doe,50.0,Miami,jane.smith@example.com,23.4,1.0
1057.0,name,60.0,Miami,john.doe@example.com,23.4,5.0
1058.0,name,25.0,seattle,emily.w@example.com,23.4,2.0
1059.0,bob brown,34.0,city,emily.w@example.com,10.5,0.0
1060.0,Charlie Green,25.0,houston,emily.w@example.com,23.4,5.0
1061.0,Charlie Green,45.0,BOSTON,charlie.g@example.com,55.0,2.0
1062.0,DAVID BLACK,35.0,Miami,david.b@example.com,99.99,1.0
1063.0,emily white,45.0,city,jane.smith@example.com,84.1570652173913,3.0
1064.0,name,35.0,New York,charlie.g@example.com,84.1570652173913,1.0
1065.0,john Doe,55.0,houston,bob.b@example.com,250.0,1.0
1066.0,name,34.0,CHICAGO ,david.b@example.com,84.1570652173913,4.0
1067.0,name,34.0,seattle,jane.smith@example.com,250.0,4.0
1068.0,DAVID BLACK,35.0,city,charlie.g@example.com,84.1570652173913,4.0
1069.0,jane smith,55.0,New York,bob.b@example.com,23.4,4.0
1070.0,john Doe,35.0,CHICAGO ,emily.w@example.com,10.5,4.0
1071.0,name,45.0,New York,emily.w@example.com,99.99,2.0
1072.0,john Doe,39.495327102803735,Miami,jane.smith@example.com,100.25,5.0
1073.0, Alice Johnson ,34.0,New York,alice.j@example.com,10.5,3.0
1074.0,bob brown,20.0,Miami,jane.smith@example.com,84.1570652173913,5.0
1075.0,john Doe,45.0,seattle,emily.w@example.com,55.0,1.0
1076.0,emily white,30.0,BOSTON,david.b@example.com,23.4,5.0
1077.0,emily white,25.0,seattle,bob.b@example.com,250.0,5.0
1078.0,name,55.0,Miami,emily.w@example.com,55.0,3.0
1079.0,john Doe,34.0,houston,missed@gmail.com,100.25,1.0
1080.0,john Doe,45.0,city,david.b@example.com,250.0,3.0
1081.0,jane smith,40.0,New York,charlie.g@example.com,84.1570652173913,4.0
1082.0,jane smith,25.0,CHICAGO ,bob.b@example.com,23.4,5.0
1083.0, Alice Johnson ,39.495327102803735,houston,bob.b@example.com,23.4,2.0
1084.0,name,20.0,houston,david.b@example.com,23.4,4.5
1085.0,john Doe,39.495327102803735,seattle,david.b@example.com,10.5,3.0
1086.0,Charlie Green,30.0,New York,missed@gmail.com,10.5,3.0
1087.0,jane smith,60.0,Miami,alice.j@example.com,84.1570652173913,4.0
1088.0,bob brown,60.0,CHICAGO ,missed@gmail.com,250.0,5.0
1089.0,Charlie Green,35.0,Miami,david.b@example.com,10.5,3.0
1090.0,emily white,45.0,New York,john.doe@example.com,84.1570652173913,3.0
1091.0,bob brown,39.495327102803735,New York,bob.b@example.com,23.4,4.0
1092.0,Charlie Green,45.0,BOSTON,alice.j@example.com,23.4,4.0
1093.0,emily white,55.0,Miami,jane.smith@example.com,10.5,2.0
1094.0,name,60.0,New York,charlie.g@example.com,250.0,4.0
1095.0,emily white,35.0,seattle,emily.w@example.com,55.0,2.0
1096.0,emily white,34.0,Miami,bob.b@example.com,55.0,2.0
1097.0,Charlie Green,25.0,city,bob.b@example.com,100.25,0.0
1098.0,emily white,20.0,Miami,jane.smith@example.com,84.1570652173913,4.0
1099.0,john Doe,50.0,city,david.b@example.com,55.0,1.0
1100.0,john Doe,35.0,BOSTON,missed@gmail.com,250.0,1.0
1101.0,bob brown,35.0,BOSTON,missed@gmail.com,55.0,4.0
1102.0,jane smith,60.0,Miami,alice.j@example.com,23.4,4.0
1103.0,emily white,40.0,CHICAGO ,david.b@example.com,55.0,3.0
1104.0,john Doe,25.0,CHICAGO ,john.doe@example.com,55.0,5.0
1105.0,Charlie Green,30.0,Miami,john.doe@example.com,250.0,0.0
1106.0,name,25.0, CHICAGO , ,250.0,0.0
1107.0,DAVID BLACK,30.0,los angeles,emily.w@example.com,84.1570652173913,3.0
1108.0, Alice Johnson ,50.0,seattle, ,84.1570652173913,0.0
1109.0,name,39.495327102803735,seattle,emily.w@example.com,10.5,4.0
1110.0,emily white,34.0,city,bob.b@example.com,100.25,0.0
1111.0,emily white,39.495327102803735,seattle,john.doe@example.com,10.5,0.0
1112.0,name,35.0,BOSTON,john.doe@example.com,84.1570652173913,2.0
1113.0,bob brown,39.495327102803735,los angeles,david.b@example.com,84.1570652173913,1.0
1114.0,emily white,60.0,city,emily.w@example.com,84.1570652173913,3.0
1115.0,bob brown,25.0,houston,emily.w@example.com,100.25,4.5
1116.0,emily white,45.0,New York,alice.j@example.com,99.99,3.0
1117.0,emily white,35.0,seattle,david.b@example.com,10.5,5.0
1118.0,bob brown,50.0,New York,jane.smith@example.com,23.4,2.0
1119.0,jane smith,55.0,los angeles,david.b@example.com,55.0,2.0
