customer_id,name,age,city,email,purchase_amount,rating
1050,Charlie Green,55,Miami,jane.smith@example.com,10.5,5
1051,Charlie Green,50,houston,emily.w@example.com,,1
1052,john Doe,50,New York,jane.smith@example.com,250.0,1
1053,,35,CHICAGO ,,99.99,3
1054,jane smith,30,,bob.b@example.com,250.0,3
1055,bob brown,55,CHICAGO ,emily.w@example.com,,5
1056,john Doe,50,Miami,jane.smith@example.com,23.4,1
1057,,60,Miami,john.doe@example.com,23.4,5
1058,,25,seattle,emily.w@example.com,23.4,2
1059,bob brown,34,,emily.w@example.com,10.5,
1060,Charlie Green,25,houston,emily.w@example.com,23.4,5
1061,Charlie Green,45 ,BOSTON,charlie.g@example.com,55.0,2
1062,DAVID BLACK,35,Miami,david.b@example.com,99.99,1
1063,emily white,45,,jane.smith@example.com,,3
1064,,35,New York,charlie.g@example.com,,1
1065,john Doe,55,houston,bob.b@example.com,250.0,1
1066,,34,CHICAGO ,david.b@example.com,,4
1067,,34,seattle,jane.smith@example.com,250.0,4
1068,DAVID BLACK,35,,charlie.g@example.com,,4
1069,jane smith,55,New York,bob.b@example.com,23.4,4
1070,john Doe,35,CHICAGO ,emily.w@example.com,10.5,4
1071,,45 ,New York,emily.w@example.com,99.99,2
1072,john Doe,,Miami,jane.smith@example.com,100.25,5
1073, Alice Johnson ,34,New York,alice.j@example.com,10.5,3
1074,bob brown,20,Miami,jane.smith@example.com,,5
1075,john Doe,45,seattle,emily.w@example.com,55.0,1
1076,emily white,30,BOSTON,david.b@example.com,23.4,5
1077,emily white,25,seattle,bob.b@example.com,250.0,5
1078,,55,Miami,emily.w@example.com,55.0,3
1079,john Doe,34,houston,,100.25,1
1080,john Doe,45,,david.b@example.com,250.0,3
1081,jane smith,40,New York,charlie.g@example.com,,4
1082,jane smith,25,CHICAGO ,bob.b@example.com,23.4,5
1083, Alice Johnson ,,houston,bob.b@example.com,23.4,2
1084,,20,houston,david.b@example.com,23.4,4.5
1085,john Doe,twenty,seattle,david.b@example.com,10.5,3
1086,Charlie Green,30,New York,,10.5,3
1087,jane smith,60,Miami,alice.j@example.com,,4
1088,bob brown,60,CHICAGO ,,250.0,5
1089,Charlie Green,35,Miami,david.b@example.com,10.5,3
1090,emily white,45 ,New York,john.doe@example.com,,3
1091,bob brown,,New York,bob.b@example.com,23.4,4
1092,Charlie Green,45,BOSTON,alice.j@example.com,23.4,4
1093,emily white,55,Miami,jane.smith@example.com,10.5,2
1094,,60,New York,charlie.g@example.com,250.0,4
1095,emily white,35,seattle,emily.w@example.com,55.0,2
1096,emily white,34,Miami,bob.b@example.com,55.0,2
1097,Charlie Green,25,,bob.b@example.com,100.25,
1098,emily white,20,Miami,jane.smith@example.com,,4
1099,john Doe,50,,david.b@example.com,55.0,1
1100,john Doe,35,BOSTON,,250.0,1
1101,bob brown,35,BOSTON,,55.0,4
1102,jane smith,60,Miami,alice.j@example.com,23.4,4
1103,emily white,40,CHICAGO ,david.b@example.com,55.0,3
1104,john Doe,25,CHICAGO ,john.doe@example.com,55.0,5
1105,Charlie Green,30,Miami,john.doe@example.com,250.0,
1106,,25, CHICAGO , ,250.0,
1107,DAVID BLACK,30,los angeles,emily.w@example.com,missing,3
1108, Alice Johnson ,50,seattle, , ,None
1109,, ,seattle,emily.w@example.com,10.5,4
1110,emily white,34,None,bob.b@example.com,100.25,None
1111,emily white,twenty,seattle,john.doe@example.com,10.5,five
1112,,35,BOSTON,john.doe@example.com,missing,2
1113,bob brown,,los angeles,david.b@example.com,"150,50",1
1114,emily white,60,None,emily.w@example.com,,3
1115,bob brown,25,houston,emily.w@example.com,100.25,4.5
1116,emily white,45 ,New York,alice.j@example.com,99.99,3
1117,emily white,35,seattle,david.b@example.com,10.5,5
1118,bob brown,50,New York,jane.smith@example.com,23.4,2
1119,jane smith,55,los angeles,david.b@example.com,55.0,2

